VEMCO DATA LOG,1.0.0,vdati-2.7.2-20201124-66707c-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET_FILTER_DESC,Filter Name,Details,Rejected Detections
DIAG_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise Mean (mV),Tilt (deg),Depth (m),PPM Pings,PPM Detections
DIAG_FAST_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise (mV),Tilt (deg),Depth (m)
EVENT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Event Type,Event Details
EVENT_FAULT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Fault Importance,Fault Code,Fault Description
EVENT_INIT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),External Time Zone,Firmware Version
EVENT_OFFLOAD_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Time Zone,HR Total Accepted Detections,PPM Total Accepted Detections,Memory Remaining (%),Battery Remaining (%),Original File
HEALTH_VR2AR_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Memory Remaining (%),RTC Time
TEMP_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient (deg C),Internal (deg C)
TEMP_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Min (deg C),Ambient Max (deg C),Ambient Mean (deg C),Sample Count,Accumulation Period (s)
DATA_SOURCE_FILE,VR2AR_545593_20200714_1.vrl,8a40aad5-66d4-f34f-8e7b-4a58913bfdb3,com.vemco.file.vrl.0207.ff02.ff02/5.1.1,569508,ORIGINAL
DET,2020-03-19 17:35:18.2921,2020-03-19 17:34:48.803353,,-29.488746732,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 17:45:01.2321,2020-03-19 17:44:31.736423,,-29.495676625,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 17:55:23.9521,2020-03-19 17:54:54.44902,,-29.503079417,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-19 18:00:00,2020-03-19 17:59:30.493638,,-29.506361028,VR2AR-69,545593,19.578,678,0,28,48,6
TEMP,2020-03-19 18:00:00,2020-03-19 17:59:30.493638,,-29.506361028,VR2AR-69,545593,19.578,
DEPTH,2020-03-19 18:00:00,2020-03-19 17:59:30.493638,,-29.506361028,VR2AR-69,545593,28
BATTERY,2020-03-19 18:00:00,2020-03-19 17:59:30.493638,,-29.506361028,VR2AR-69,545593,PRIMARY,,,3.5984,
DET,2020-03-19 18:05:06.8921,2020-03-19 18:04:37.38209,,-29.510009310,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 18:15:29.6121,2020-03-19 18:15:00.094687,,-29.517412101,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 18:25:12.5521,2020-03-19 18:24:43.027758,,-29.524341994,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 18:35:35.7401,2020-03-19 18:35:06.208349,,-29.531750348,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 18:45:19.6161,2020-03-19 18:44:50.077408,,-29.538691368,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 18:55:44.2081,2020-03-19 18:55:14.661983,,-29.546116414,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-19 19:00:00,2020-03-19 18:59:30.450842,,-29.549157225,VR2AR-69,545593,19.623,691,1,28,51,6
TEMP,2020-03-19 19:00:00,2020-03-19 18:59:30.450842,,-29.549157225,VR2AR-69,545593,19.623,
DEPTH,2020-03-19 19:00:00,2020-03-19 18:59:30.450842,,-29.549157225,VR2AR-69,545593,28
BATTERY,2020-03-19 19:00:00,2020-03-19 18:59:30.450842,,-29.549157225,VR2AR-69,545593,PRIMARY,,,3.5964,
DET,2020-03-19 19:05:30.4241,2020-03-19 19:05:00.871014,,-29.553085251,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 19:16:00.1641,2020-03-19 19:15:30.603528,,-29.560571495,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 19:25:56.6761,2020-03-19 19:25:27.108437,,-29.567662730,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 19:36:46.5401,2020-03-19 19:36:16.964711,,-29.575388204,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 19:47:23.7681,2020-03-19 19:46:54.185136,,-29.582963463,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 19:57:35.7241,2020-03-19 19:57:06.133861,,-29.590238294,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-19 20:00:00,2020-03-19 19:59:30.408046,,-29.591953422,VR2AR-69,545593,20.01,722,2,28,48,6
TEMP,2020-03-19 20:00:00,2020-03-19 19:59:30.408046,,-29.591953422,VR2AR-69,545593,20.01,
DEPTH,2020-03-19 20:00:00,2020-03-19 19:59:30.408046,,-29.591953422,VR2AR-69,545593,28
BATTERY,2020-03-19 20:00:00,2020-03-19 19:59:30.408046,,-29.591953422,VR2AR-69,545593,PRIMARY,,,3.5964,
DET,2020-03-19 20:06:57.1361,2020-03-19 20:06:27.539187,,-29.596912266,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 20:16:36.8001,2020-03-19 20:16:07.196296,,-29.603803214,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 20:26:52.9681,2020-03-19 20:26:23.356971,,-29.611128116,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 20:36:22.8041,2020-03-19 20:35:53.186197,,-29.617902232,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 20:46:19.7841,2020-03-19 20:45:50.1591,,-29.624999030,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 20:57:10.5841,2020-03-19 20:56:40.951364,,-29.632735631,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-19 21:00:00,2020-03-19 20:59:30.36525,,-29.634749619,VR2AR-69,545593,20.262,703,4,27,56,6
TEMP,2020-03-19 21:00:00,2020-03-19 20:59:30.36525,,-29.634749619,VR2AR-69,545593,20.262,
DEPTH,2020-03-19 21:00:00,2020-03-19 20:59:30.36525,,-29.634749619,VR2AR-69,545593,27
BATTERY,2020-03-19 21:00:00,2020-03-19 20:59:30.36525,,-29.634749619,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-03-19 21:07:49.2161,2020-03-19 21:07:19.575772,,-29.640327581,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 21:18:03.9801,2020-03-19 21:17:34.332464,,-29.647635793,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 21:27:31.0081,2020-03-19 21:27:01.353723,,-29.654376526,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 21:37:21.9041,2020-03-19 21:36:52.242699,,-29.661400999,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 21:48:01.0041,2020-03-19 21:47:31.335101,,-29.668998513,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 21:58:16.704,2020-03-19 21:57:47.027682,,-29.676317850,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-19 22:00:00,2020-03-19 21:59:30.322454,,-29.677545816,VR2AR-69,545593,20.538,672,0,27,55,6
TEMP,2020-03-19 22:00:00,2020-03-19 21:59:30.322454,,-29.677545816,VR2AR-69,545593,20.538,
DEPTH,2020-03-19 22:00:00,2020-03-19 21:59:30.322454,,-29.677545816,VR2AR-69,545593,27
BATTERY,2020-03-19 22:00:00,2020-03-19 21:59:30.322454,,-29.677545816,VR2AR-69,545593,PRIMARY,,,3.5984,
DET,2020-03-19 22:07:45.1361,2020-03-19 22:07:15.453024,,-29.683075276,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 22:17:38.8401,2020-03-19 22:17:09.149966,,-29.690133129,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 22:28:23.5561,2020-03-19 22:27:53.858302,,-29.697797405,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 22:38:50.4881,2020-03-19 22:38:20.782849,,-29.705250268,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 22:48:41.3841,2020-03-19 22:48:11.671825,,-29.712274741,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 22:59:20.4841,2020-03-19 22:58:50.764227,,-29.719872254,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-19 23:00:00,2020-03-19 22:59:30.279657,,-29.720342013,VR2AR-69,545593,20.469,632,2,27,49,6
TEMP,2020-03-19 23:00:00,2020-03-19 22:59:30.279657,,-29.720342013,VR2AR-69,545593,20.469,
DEPTH,2020-03-19 23:00:00,2020-03-19 22:59:30.279657,,-29.720342013,VR2AR-69,545593,27
BATTERY,2020-03-19 23:00:00,2020-03-19 22:59:30.279657,,-29.720342013,VR2AR-69,545593,PRIMARY,,,3.5993,
DET,2020-03-19 23:09:35.7161,2020-03-19 23:09:05.988913,,-29.727186029,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 23:19:03.6801,2020-03-19 23:18:33.946162,,-29.733937890,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 23:28:56.4481,2020-03-19 23:28:26.707115,,-29.740984617,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 23:39:38.8241,2020-03-19 23:39:09.075478,,-29.748621075,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 23:50:01.0761,2020-03-19 23:49:31.320081,,-29.756018302,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-19 23:59:42.6121,2020-03-19 23:59:12.849168,,-29.762931505,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
HEALTH_VR2AR,2020-03-20 00:00:00,2020-03-19 23:59:30.236861,,-29.763138210,VR2AR-69,545593,99.5803,2020-03-19 23:59:59
BATTERY,2020-03-20 00:00:00,2020-03-19 23:59:30.236861,,-29.763138210,VR2AR-69,545593,MOTOR,,,3.69,
DIAG,2020-03-20 00:00:00,2020-03-19 23:59:30.236861,,-29.763138210,VR2AR-69,545593,19.919,677,1,27,48,6
TEMP,2020-03-20 00:00:00,2020-03-19 23:59:30.236861,,-29.763138210,VR2AR-69,545593,19.919,
DEPTH,2020-03-20 00:00:00,2020-03-19 23:59:30.236861,,-29.763138210,VR2AR-69,545593,27
BATTERY,2020-03-20 00:00:00,2020-03-19 23:59:30.236861,,-29.763138210,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-03-20 00:10:02.5241,2020-03-20 00:09:32.753799,,-29.770300915,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 00:19:39.8481,2020-03-20 00:19:10.070935,,-29.777164046,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 00:29:51.8041,2020-03-20 00:29:22.019661,,-29.784438877,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 00:39:12.7481,2020-03-20 00:38:42.956992,,-29.791107285,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 00:48:51.944,2020-03-20 00:48:22.146007,,-29.797992668,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 00:59:07.176,2020-03-20 00:58:37.370693,,-29.805306444,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 01:00:00,2020-03-20 00:59:30.194065,,-29.805934406,VR2AR-69,545593,19.646,652,2,27,48,6
TEMP,2020-03-20 01:00:00,2020-03-20 00:59:30.194065,,-29.805934406,VR2AR-69,545593,19.646,
DEPTH,2020-03-20 01:00:00,2020-03-20 00:59:30.194065,,-29.805934406,VR2AR-69,545593,27
BATTERY,2020-03-20 01:00:00,2020-03-20 00:59:30.194065,,-29.805934406,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-03-20 01:08:34.672,2020-03-20 01:08:04.859947,,-29.812052741,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 01:18:26.972,2020-03-20 01:17:57.152906,,-29.819093904,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 01:29:08.88,2020-03-20 01:28:39.053275,,-29.826724799,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 01:39:30.196,2020-03-20 01:39:00.361889,,-29.834110899,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 01:49:10.328,2020-03-20 01:48:40.486992,,-29.841007411,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 01:59:27.9,2020-03-20 01:58:58.05165,,-29.848349004,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 02:00:00,2020-03-20 01:59:30.151269,,-29.848730603,VR2AR-69,545593,20.239,644,2,27,50,6
TEMP,2020-03-20 02:00:00,2020-03-20 01:59:30.151269,,-29.848730603,VR2AR-69,545593,20.239,
DEPTH,2020-03-20 02:00:00,2020-03-20 01:59:30.151269,,-29.848730603,VR2AR-69,545593,27
BATTERY,2020-03-20 02:00:00,2020-03-20 01:59:30.151269,,-29.848730603,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-03-20 02:09:00.544,2020-03-20 02:08:30.688843,,-29.855156500,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 02:19:02.672,2020-03-20 02:18:32.809685,,-29.862314497,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 02:30:04.236,2020-03-20 02:29:34.36582,,-29.870179059,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 02:41:04.396,2020-03-20 02:40:34.517973,,-29.878026930,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 02:52:01.748,2020-03-20 02:51:31.862158,,-29.885841420,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 03:00:00,2020-03-20 02:59:30.108473,,-29.891526800,VR2AR-69,545593,20.193,636,3,27,41,5
TEMP,2020-03-20 03:00:00,2020-03-20 02:59:30.108473,,-29.891526800,VR2AR-69,545593,20.193,
DEPTH,2020-03-20 03:00:00,2020-03-20 02:59:30.108473,,-29.891526800,VR2AR-69,545593,27
BATTERY,2020-03-20 03:00:00,2020-03-20 02:59:30.108473,,-29.891526800,VR2AR-69,545593,PRIMARY,,,3.5993,
DET,2020-03-20 03:02:53.952,2020-03-20 03:02:24.058405,,-29.893594712,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 03:13:35.392,2020-03-20 03:13:05.490779,,-29.901220044,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 03:23:55.772,2020-03-20 03:23:25.863404,,-29.908595017,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 03:33:33.564,2020-03-20 03:33:03.648536,,-29.915463712,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 03:43:45.988,2020-03-20 03:43:16.065255,,-29.922744106,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 03:53:07.868,2020-03-20 03:52:37.938576,,-29.929423641,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 04:00:00,2020-03-20 03:59:30.065677,,-29.934322997,VR2AR-69,545593,19.464,631,3,27,51,6
TEMP,2020-03-20 04:00:00,2020-03-20 03:59:30.065677,,-29.934322997,VR2AR-69,545593,19.464,
DEPTH,2020-03-20 04:00:00,2020-03-20 03:59:30.065677,,-29.934322997,VR2AR-69,545593,27
BATTERY,2020-03-20 04:00:00,2020-03-20 03:59:30.065677,,-29.934322997,VR2AR-69,545593,PRIMARY,,,3.5984,
DET,2020-03-20 04:02:48.468,2020-03-20 04:02:18.531674,,-29.936325716,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 04:13:06.976,2020-03-20 04:12:37.032321,,-29.943678436,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 04:22:41.492,2020-03-20 04:22:11.541491,,-29.950508186,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 04:32:47.364,2020-03-20 04:32:17.406289,,-29.957710691,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 04:41:56.608,2020-03-20 04:41:26.643759,,-29.964240011,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 04:51:11.936,2020-03-20 04:50:41.965158,,-29.970841658,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 05:00:00,2020-03-20 04:59:30.02288,,-29.977119194,VR2AR-69,545593,19.193,592,1,27,55,6
TEMP,2020-03-20 05:00:00,2020-03-20 04:59:30.02288,,-29.977119194,VR2AR-69,545593,19.193,
DEPTH,2020-03-20 05:00:00,2020-03-20 04:59:30.02288,,-29.977119194,VR2AR-69,545593,27
BATTERY,2020-03-20 05:00:00,2020-03-20 04:59:30.02288,,-29.977119194,VR2AR-69,545593,PRIMARY,,,3.5993,
DET,2020-03-20 05:00:39.432,2020-03-20 05:00:09.454412,,-29.977587955,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 05:10:31.264,2020-03-20 05:10:01.279376,,-29.984623555,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 05:21:12.236,2020-03-20 05:20:42.243756,,-29.992243323,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 05:31:31.2119,2020-03-20 05:31:01.212298,,-29.999601604,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 05:41:06.6639,2020-03-20 05:40:36.657457,,-30.006442481,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 05:51:14.876,2020-03-20 05:50:44.862327,,-30.013672805,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 06:00:00,2020-03-20 05:59:29.980084,,-30.019915391,VR2AR-69,545593,19.329,570,0,27,62,6
TEMP,2020-03-20 06:00:00,2020-03-20 05:59:29.980084,,-30.019915391,VR2AR-69,545593,19.329,
DEPTH,2020-03-20 06:00:00,2020-03-20 05:59:29.980084,,-30.019915391,VR2AR-69,545593,27
BATTERY,2020-03-20 06:00:00,2020-03-20 05:59:29.980084,,-30.019915391,VR2AR-69,545593,PRIMARY,,,3.5984,
DET,2020-03-20 06:00:28.3319,2020-03-20 05:59:58.311647,,-30.020252196,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 06:09:52.0839,2020-03-20 06:09:22.056946,,-30.026953985,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 06:19:36.4279,2020-03-20 06:19:06.393999,,-30.033900569,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 06:30:01.9559,2020-03-20 06:29:31.914563,,-30.041336741,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 06:39:50.5119,2020-03-20 06:39:20.463566,,-30.048333396,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 06:50:24.9319,2020-03-20 06:49:54.876024,,-30.055875274,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 07:00:00,2020-03-20 06:59:29.937288,,-30.062711588,VR2AR-69,545593,19.487,560,2,27,49,6
TEMP,2020-03-20 07:00:00,2020-03-20 06:59:29.937288,,-30.062711588,VR2AR-69,545593,19.487,
DEPTH,2020-03-20 07:00:00,2020-03-20 06:59:29.937288,,-30.062711588,VR2AR-69,545593,27
BATTERY,2020-03-20 07:00:00,2020-03-20 06:59:29.937288,,-30.062711588,VR2AR-69,545593,PRIMARY,,,3.5984,
DET,2020-03-20 07:00:31.2719,2020-03-20 07:00:01.208816,,-30.063083343,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 07:09:41.4519,2020-03-20 07:09:11.382276,,-30.069623790,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 07:18:58.6519,2020-03-20 07:18:28.575652,,-30.076247691,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 07:28:29.8919,2020-03-20 07:27:59.808861,,-30.083038496,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 07:38:29.6798,2020-03-20 07:37:59.589631,,-30.090168674,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 07:49:26.5638,2020-03-20 07:48:56.465822,,-30.097977601,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 08:00:00,2020-03-20 07:59:29.894492,,-30.105507785,VR2AR-69,545593,19.578,626,2,27,49,6
TEMP,2020-03-20 08:00:00,2020-03-20 07:59:29.894492,,-30.105507785,VR2AR-69,545593,19.578,
DEPTH,2020-03-20 08:00:00,2020-03-20 07:59:29.894492,,-30.105507785,VR2AR-69,545593,27
BATTERY,2020-03-20 08:00:00,2020-03-20 07:59:29.894492,,-30.105507785,VR2AR-69,545593,PRIMARY,,,3.5974,
DET,2020-03-20 08:00:17.3638,2020-03-20 07:59:47.258085,,-30.105714203,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 08:10:56.4638,2020-03-20 08:10:26.350488,,-30.113311716,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 08:21:12.1638,2020-03-20 08:20:42.043168,,-30.120631055,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 08:30:40.5958,2020-03-20 08:30:10.468411,,-30.127388479,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 08:40:34.2998,2020-03-20 08:40:04.165353,,-30.134446333,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 08:51:18.5478,2020-03-20 08:50:48.405694,,-30.142105045,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 09:00:00,2020-03-20 08:59:29.851696,,-30.148303981,VR2AR-69,545593,19.691,697,1,27,89,6
TEMP,2020-03-20 09:00:00,2020-03-20 08:59:29.851696,,-30.148303981,VR2AR-69,545593,19.691,
DEPTH,2020-03-20 09:00:00,2020-03-20 08:59:29.851696,,-30.148303981,VR2AR-69,545593,27
BATTERY,2020-03-20 09:00:00,2020-03-20 08:59:29.851696,,-30.148303981,VR2AR-69,545593,PRIMARY,,,3.5964,
DET,2020-03-20 09:01:44.0758,2020-03-20 09:01:13.926258,,-30.149541217,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 09:11:32.1638,2020-03-20 09:11:02.007267,,-30.156532309,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 09:22:05.6478,2020-03-20 09:21:35.483736,,-30.164063061,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 09:32:09.6478,2020-03-20 09:31:39.476556,,-30.171243311,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 09:41:14.6798,2020-03-20 09:40:44.502077,,-30.177722561,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 09:50:21.5838,2020-03-20 09:49:51.399575,,-30.184224063,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 09:59:32.2318,2020-03-20 09:59:02.041029,,-30.190770075,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-03-20 10:00:00,2020-03-20 09:59:29.808899,,-30.191100179,VR2AR-69,545593,19.828,661,2,27,56,7
TEMP,2020-03-20 10:00:00,2020-03-20 09:59:29.808899,,-30.191100179,VR2AR-69,545593,19.828,
DEPTH,2020-03-20 10:00:00,2020-03-20 09:59:29.808899,,-30.191100179,VR2AR-69,545593,27
BATTERY,2020-03-20 10:00:00,2020-03-20 09:59:29.808899,,-30.191100179,VR2AR-69,545593,PRIMARY,,,3.5935,
DET,2020-03-20 10:08:50.8358,2020-03-20 10:08:20.638389,,-30.197410665,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-03-20 10:18:25.3518,2020-03-20 10:17:55.147559,,-30.204240416,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
